English,Japanese,Industry,TSE,Exchange,Source
Meiho Holdings Inc.,,Diversified Business Services,7369,XTKS,1WSJ
Meiji Electric Industries Co. Ltd.,,Wholesalers,3388,XTKS,1WSJ
Meiji Holdings,明治ホールディングス株式会社,,2269,,2WIKI
Meiji Machine Co. Ltd.,,Industrial Machinery,6334,XTKS,1WSJ
Meiji Shipping Co. Ltd.,,Water Transport/Shipping,9115,XTKS,1WSJ
Meiko Construction Co. Ltd.,,Construction,1869,XNGO,1WSJ
Meiko Electronics Co. Ltd.,,Industrial Electronics,6787,XTKS,1WSJ
Meiko Network Japan Co. Ltd.,,Consumer Services,4668,XTKS,1WSJ
Meiko Trans Co. Ltd.,,Transportation Services,9357,XNGO,1WSJ
Meisei Industrial Co. Ltd.,,Construction,1976,XTKS,1WSJ
Meitec Corp.,,Technical Services,9744,XTKS,1WSJ
Meitetsu Transportation Co. Ltd.,,Transportation Services,9077,XNGO,1WSJ
Meito Sangyo Co. Ltd.,,Food Products,2207,XTKS,1WSJ
Meiwa Corp.,,Chemicals,8103,XTKS,1WSJ
Meiwa Estate Co. Ltd.,,Real Estate Developers,8869,XTKS,1WSJ
Meiwa Industry Co. Ltd.,,Motor Vehicle Parts,7284,XTKS,1WSJ
Melco Holdings Inc.,,Computers/Consumer Electronics,6676,XTKS,1WSJ
Members Co. Ltd.,,Advertising/Marketing/Public Relations,2130,XTKS,1WSJ
Menicon Co. Ltd.,,Medical Equipment/Supplies,7780,XTKS,1WSJ
Mercari Inc.,,Mixed Retailing,4385,XTKS,1WSJ
Mercuria Holdings Co. Ltd.,,Investment Advisors,7347,XTKS,1WSJ
MetaReal Corp.,,Software,6182,XTKS,1WSJ
Metalart Corp.,,Motor Vehicle Parts,5644,XTKS,1WSJ
Metaps Inc.,,Software,6172,XTKS,1WSJ
Metawater Co. Ltd.,,Industrial Machinery,9551,XTKS,1WSJ
Michinoku Bank,株式会社みちのく銀行,,8350,,2WIKI
Micreed Co. Ltd.,,Food Retail,7687,XTKS,1WSJ
Micronics Japan Co. Ltd.,,Semiconductors,6871,XTKS,1WSJ
Midac Holdings Co. Ltd.,,Environment/Waste Management,6564,XTKS,1WSJ
Mie Kotsu Group Holdings Inc.,,Real Estate Developers,3232,XTKS,1WSJ
Mikuni Corp.,,Motor Vehicle Parts,7247,XTKS,1WSJ
Milbon Co. Ltd.,,Personal Care Products/Appliances,4919,XTKS,1WSJ
Millea Holdings,株式会社ミレアホールディングス,,8766,,2WIKI
Mimaki Engineering Co. Ltd.,,Computers/Consumer Electronics,6638,XTKS,1WSJ
Mimasu Semiconductor Industry Co. Ltd.,,Semiconductors,8155,XTKS,1WSJ
Minami-Nippon Bank Ltd.,,Banking,8554,XFKA,1WSJ
Minebea Mitsumi Inc.,,Industrial Electronics,6479,XTKS,1WSJ
Ministop Co. Ltd.,,Food Retail,9946,XTKS,1WSJ
Minkabu The Infonoid Inc.,,Publishing,4436,XTKS,1WSJ
Mino Ceramic Co. Ltd.,,Building Materials/Products,5356,XNGO,1WSJ
Mirai Corp.,,Industrial/Office REITs,3476,XTKS,1WSJ
Mirai Industry Co. Ltd.,,Industrial Electronics,7931,XTKS,1WSJ
Mirai Works Inc.,,Employment/Training Services,6563,XTKS,1WSJ
Miraial Co. Ltd.,,Semiconductors,4238,XTKS,1WSJ
Mirainovate Co. Ltd.,,Real Estate Developers,3528,XTKS,1WSJ
Miroku Corp.,,Defense Equipment/Products,7983,XTKS,1WSJ
Miroku Jyoho Service Co. Ltd.,,Software,9928,XTKS,1WSJ
Misawa & Co. Ltd.,,Home Goods Retail,3169,XTKS,1WSJ
Misonoza Theatrical Corp.,,Recreational Services,9664,XNGO,1WSJ
Misumi Co. Ltd.,,Wholesalers,7441,XFKA,1WSJ
Misumi Group Inc.,,Wholesalers,9962,XTKS,1WSJ
Mitachi Co. Ltd.,,Wholesalers,3321,XTKS,1WSJ
Mitani Corp.,,Building Materials/Products,8066,XTKS,1WSJ
Mitani Sangyo Co. Ltd.,,Wholesalers,8285,XTKS,1WSJ
Mitani Sekisan Co. Ltd.,,Building Materials/Products,5273,XTKS,1WSJ
Mito Securities Co. Ltd.,,Securities,8622,XTKS,1WSJ
Mitsubishi Chemical Holdings Corp.,,Chemicals,4188,XTKS,1WSJ
Mitsubishi Corp.,,Wholesalers,8058,XTKS,1WSJ
Mitsubishi Electric,三菱電機株式会社,,6503,,2WIKI
Mitsubishi Estate,三菱地所株式会社,,8802,,2WIKI
Mitsubishi Estate Logistics REIT Investment Corp.,,Industrial/Office REITs,3481,XTKS,1WSJ
Mitsubishi Gas Chemical,三菱ガス化学,,4182,,2WIKI
Mitsubishi HC Capital Inc.,,General Services,8593,XTKS,1WSJ
Mitsubishi Heavy Industries,三菱重工業株式會社,,7011,,2WIKI
Mitsubishi Kakoki Kaisha Ltd.,,Industrial Machinery,6331,XTKS,1WSJ
Mitsubishi Logisnext Co. Ltd.,,Mobile Machinery,7105,XTKS,1WSJ
Mitsubishi Logistics Corp.,,Transportation Services,9301,XTKS,1WSJ
Mitsubishi Materials,三菱マテリアル株式会社,,5711,,2WIKI
Mitsubishi Motors,三菱自動車工業株式会社,,7211,,2WIKI
Mitsubishi Paper Mills Ltd.,,Paper/Pulp,3864,XTKS,1WSJ
Mitsubishi Pencil Co. Ltd.,,Nondurable Household Products,7976,XTKS,1WSJ
Mitsubishi Research Institute Inc.,,Computer Services,3636,XTKS,1WSJ
Mitsubishi Shokuhin Co. Ltd.,,Food Products,7451,XTKS,1WSJ
Mitsubishi Steel Mfg. Co. Ltd.,,Iron/Steel,5632,XTKS,1WSJ
Mitsubishi UFJ Financial Group,株式会社三菱UFJフィナンシャル・グループ,,8306,,2WIKI
"Mitsubishi UFJ Securities Co., Ltd.",三菱UFJ証券株式会社,,8615,,2WIKI
Mitsuboshi Belting Ltd.,,Industrial Products,5192,XTKS,1WSJ
Mitsui & Co. Ltd.,,Diversified Holding Companies,8031,XTKS,1WSJ
Mitsui Chemicals,三井化学株式会社,,4183,,2WIKI
Mitsui DM Sugar Holdings Co. Ltd.,,Food Products,2109,XTKS,1WSJ
Mitsui E&S Holdings Co. Ltd.,,Water Transport/Shipping,7003,XTKS,1WSJ
Mitsui Fudosan,三井不動産株式会社,,8801,,2WIKI
Mitsui Fudosan Logistics Park Inc.,,Industrial/Office REITs,3471,XTKS,1WSJ
Mitsui High-Tec Inc.,,Industrial Electronics,6966,XTKS,1WSJ
Mitsui Matsushima Holdings Co. Ltd.,,Coal,1518,XTKS,1WSJ
Mitsui Mining & Smelting Co. Ltd.,,Non-Ferrous Metals,5706,XTKS,1WSJ
Mitsui O.S.K. Lines,株式会社商船三井,,9104,,2WIKI
Mitsui Sumitomo Insurance,三井住友海上火災保険株式会社,,8752,,2WIKI
Mitsui Trust Holdings,三井トラスト・ホールディングス株式会社,,8309,,2WIKI
Mitsui-Soko Holdings Co. Ltd.,,Transportation Services,9302,XTKS,1WSJ
Mitsukoshi,株式会社三越,,2779,,2WIKI
Mitsumi Electric,ミツミ電機株式会社,,6767,,2WIKI
Mitsumura Printing Co. Ltd.,,Printing,7916,XTKS,1WSJ
Mitsuuroko Group Holdings Co. Ltd.,,Diversified Holding Companies,8131,XTKS,1WSJ
Miura Co. Ltd.,,Building Materials/Products,6005,XTKS,1WSJ
Miyairi Valve Mfg. Co. Ltd.,,Industrial Machinery,6495,XTKS,1WSJ
Miyaji Engineering Group Inc.,,Construction,3431,XTKS,1WSJ
Miyakoshi Holdings Inc.,,Audio/Video Equipment,6620,XTKS,1WSJ
Miyazaki Bank Ltd.,,Banking,8393,XTKS,1WSJ
Miyazaki Taiyo Bank Ltd.,,Banking,8560,XFKA,1WSJ
Miyoshi Oil & Fat Co. Ltd.,,Food Products,4404,XTKS,1WSJ
Mizuho Financial Group,株式会社みずほフィナンシャルグループ,,8411,,2WIKI
Mizuho Leasing Co. Ltd.,,General Services,8425,XTKS,1WSJ
Mizuho Medy Co. Ltd.,,Medical Equipment/Supplies,4595,XTKS,1WSJ
Mizuho Trust & Banking,みずほ信託銀行株式会社,,8404,,2WIKI
Mizuno Corp.,,Sports Goods,8022,XTKS,1WSJ
Mobile Factory Inc.,,Software,3912,XTKS,1WSJ
Mobilus Corp.,,Diversified Business Services,4370,XTKS,1WSJ
Mochida Pharmaceutical Co. Ltd.,,Pharmaceuticals,4534,XTKS,1WSJ
Modalis Therapeutics Corp.,,Biotechnology,4883,XTKS,1WSJ
Molitec Steel Co. Ltd.,,Iron/Steel,5986,XTKS,1WSJ
Monex Group Inc.,,Securities,8698,XTKS,1WSJ
Money Forward Inc.,,Software,3994,XTKS,1WSJ
Money Partners Group Co. Ltd.,,Securities,8732,XTKS,1WSJ
Monogatari Corp.,,Restaurants,3097,XTKS,1WSJ
MonotaRO Co. Ltd.,,Mixed Retailing,3064,XTKS,1WSJ
Moonbat Co. Ltd.,,Clothing,8115,XTKS,1WSJ
Moresco Corp.,,Chemicals,5018,XTKS,1WSJ
Mori Hills REIT Investment Corp.,,Industrial/Office REITs,3234,XTKS,1WSJ
Mori Trust Hotel REIT Inc.,,Hotel/Lodging REITs,3478,XTKS,1WSJ
Mori Trust Sogo REIT Inc.,,Industrial/Office REITs,8961,XTKS,1WSJ
Mori-Gumi Co. Ltd.,,Construction,1853,XTKS,1WSJ
Morinaga & Co. Ltd.,,Food Products,2201,XTKS,1WSJ
Morinaga Milk Industry Co. Ltd.,,Food Products,2264,XTKS,1WSJ
Morio Denki Co. Ltd.,,Industrial Electronics,6647,XTKS,1WSJ
Moriroku Holdings Co. Ltd.,,Diversified Holding Companies,4249,XTKS,1WSJ
Morishita Jintan Co. Ltd.,,Personal Care Products/Appliances,4524,XTKS,1WSJ
Morita Holdings Corp.,,Industrial Machinery,6455,XTKS,1WSJ
Morito Co. Ltd.,,Clothing,9837,XTKS,1WSJ
Morningstar Japan K.K.,,Publishing,4765,XTKS,1WSJ
Morozoff Ltd.,,Food Products,2217,XTKS,1WSJ
Morpho Inc.,,Software,3653,XTKS,1WSJ
Mortgage Service Japan Ltd.,,Mortgages,7192,XTKS,1WSJ
Mory Industries Inc.,,Iron/Steel,5464,XTKS,1WSJ
Mos Food Services Inc.,,Restaurants,8153,XTKS,1WSJ
Mr. Max Holdings Ltd.,,Home Goods Retail,8203,XTKS,1WSJ
Mugen Estate Co. Ltd.,,Real Estate Developers,3299,XTKS,1WSJ
Muji,株式会社良品計画,,7453,,2WIKI
Murakami Corp.,,Motor Vehicle Parts,7292,XTKS,1WSJ
Murata Manufacturing,株式会社村田製作所,,6981,,2WIKI
Musashi Seimitsu Industry Co. Ltd.,,Motor Vehicle Parts,7220,XTKS,1WSJ
Musashino Bank Ltd.,,Banking,8336,XTKS,1WSJ
Musashino Kogyo Co. Ltd.,,Real Estate Developers,9635,XTKS,1WSJ
Mutoh Holdings Co. Ltd.,,Computers/Consumer Electronics,7999,XTKS,1WSJ
Mynet Inc.,,Toys & Games,3928,XTKS,1WSJ
NAC Co. Ltd.,,General Services,9788,XTKS,1WSJ
NC Holdings Co. Ltd.,,Industrial Machinery,6236,XTKS,1WSJ
NCS&A Co. Ltd.,,Software,9709,XTKS,1WSJ
NCXX Group Inc.,,Networking,6634,XJAS,1WSJ
NEC,日本電気株式会社,,6701,,2WIKI
NEC Capital Solutions Ltd.,,General Services,8793,XTKS,1WSJ
NEC Networks & System Integration Corp.,,Computer Services,1973,XTKS,1WSJ
NEXON Co. Ltd.,,Toys & Games,3659,XTKS,1WSJ
NGK Insulators Ltd.,,Industrial Products,5333,XTKS,1WSJ
NGK Spark Plug Co. Ltd.,,Motor Vehicle Parts,5334,XTKS,1WSJ
NH Foods Ltd.,,Food Products,2282,XTKS,1WSJ
NHK Spring,日本発条株式会社,,5991,,2WIKI
NIC Autotec Inc.,,Precision Products,5742,XJAS,1WSJ
NIFTY Lifestyle Co. Ltd.,,Real Estate Developers,4262,XTKS,1WSJ
NJ Holdings Inc.,,Networking,9421,XJAS,1WSJ
NJS Co. Ltd.,,Technical Services,2325,XTKS,1WSJ
NKK Switches,NKKスイッチズ株式会社,,JASDAQ: 6943,,2WIKI
NOF Corp.,,Chemicals,4403,XTKS,1WSJ
NOK Corp.,,Motor Vehicle Parts,7240,XTKS,1WSJ
NPC Inc.,,Printing,6255,XTKS,1WSJ
NS Solutions,新日鉄住金ソリューションズ株式会社,,2327,,2WIKI
NS Tool Co. Ltd.,,Industrial Machinery,6157,XTKS,1WSJ
NS United Kaiun Kaisha Ltd.,,Water Transport/Shipping,9110,XTKS,1WSJ
NSD Co. Ltd.,,Software,9759,XTKS,1WSJ
NSK,日本精工株式会社,,6471,,2WIKI
NTN Corp.,,Industrial Machinery,6472,XTKS,1WSJ
NTT,日本電信電話株式会社,,9432,,2WIKI
NTT Data Corp.,,Computer Services,9613,XTKS,1WSJ
NTT Data Intramart Corp.,,Software,3850,XTKS,1WSJ
NTT DoCoMo,株式会社エヌ・ティ・ティ・ドコモ,,9437,,2WIKI
NTT UD REIT Investment Corp.,,Industrial/Office REITs,8956,XTKS,1WSJ
Nabtesco,ナブテスコ株式会社,,6268,,2WIKI
Nachi-Fujikoshi,株式会社不二越,,6474,,2WIKI
Nagahori Corp.,,Jewelry & Watches,8139,XTKS,1WSJ
Nagaileben Co. Ltd.,,Medical Equipment/Supplies,7447,XTKS,1WSJ
Nagano Bank Ltd.,,Banking,8521,XTKS,1WSJ
Nagano Keiki Co. Ltd.,,Precision Products,7715,XTKS,1WSJ
Nagase & Co. Ltd.,,Chemicals,8012,XTKS,1WSJ
Nagatanien Holdings Co. Ltd.,,Food Products,2899,XTKS,1WSJ
Nagawa Co. Ltd.,,Residential Building Construction,9663,XTKS,1WSJ
Nagoya Electric Works Co. Ltd.,,Motor Vehicle Parts,6797,XNGO,1WSJ
Nagoya Railroad,名古屋鉄道株式会社,,9048,,2WIKI
Naigai Co. Ltd.,,Clothing,8013,XTKS,1WSJ
Naigai Trans Line Ltd.,,Water Transport/Shipping,9384,XTKS,1WSJ
Naikai Zosen Corp.,,Water Transport/Shipping,7018,XTKS,1WSJ
Nakabayashi Co. Ltd.,,Nondurable Household Products,7987,XTKS,1WSJ
Nakakita Seisakusho Co. Ltd.,,Industrial Machinery,6496,XTKS,1WSJ
Nakamichi Leasing Co. Ltd.,,General Services,8594,XSAP,1WSJ
Nakamoto Packs Co. Ltd.,,Printing,7811,XTKS,1WSJ
Nakamura Choukou Co. Ltd.,,Industrial Products,6166,XTKS,1WSJ
Nakamuraya Co. Ltd.,,Food Products,2204,XTKS,1WSJ
Nakanihon Kogyo Co. Ltd.,,Recreational Services,9643,XNGO,1WSJ
Nakanippon Casting Co. Ltd.,,Industrial Products,6439,XNGO,1WSJ
Nakanishi Manufacturing Co. Ltd.,,Housewares,5941,XTKS,1WSJ
Nakano Corp.,,Construction,1827,XTKS,1WSJ
Nakayama Steel Works Ltd.,,Iron/Steel,5408,XTKS,1WSJ
Nakayo Inc.,,Networking,6715,XTKS,1WSJ
Namura Shipbuilding Co. Ltd.,,Water Transport/Shipping,7014,XTKS,1WSJ
Nankai Electric Railway,南海電気鉄道株式会社,,9044,,2WIKI
Nankai Plywood Co. Ltd.,,Forestry & Wood Products,7887,XTKS,1WSJ
Nankai Tatsumura Construction Co. Ltd.,,Construction,1850,XTKS,1WSJ
NanoCarrier Co. Ltd.,,Pharmaceuticals,4571,XTKS,1WSJ
Nanto Bank,南都銀行,,8367,,2WIKI
Nanyo Corp.,,Wholesalers,7417,XTKS,1WSJ
Narasaki Sangyo Co. Ltd.,,Wholesalers,8085,XTKS,1WSJ
Narumiya International Co. Ltd.,,Clothing Retail,9275,XTKS,1WSJ
Nasu-Denki Tekko Co. Ltd.,,Building Materials/Products,5922,XTKS,1WSJ
Natori Co. Ltd.,,Food Products,2922,XTKS,1WSJ
Natty Swanky Holdings Co. Ltd.,,Restaurants,7674,XTKS,1WSJ
Needs Well Inc.,,Software,3992,XTKS,1WSJ
Neojapan Inc.,,Software,3921,XTKS,1WSJ
Nepon Inc.,,Building Materials/Products,7985,XTKS,1WSJ
Net Marketing Co. Ltd.,,Advertising/Marketing/Public Relations,6175,XTKS,1WSJ
Net One Systems Co. Ltd.,,Computer Services,7518,XTKS,1WSJ
Net Protections Holdings Inc.,,Computer Services,7383,XTKS,1WSJ
Neturen Co. Ltd.,,Iron/Steel,5976,XTKS,1WSJ
Netyear Group Corp.,,Advertising/Marketing/Public Relations,3622,XTKS,1WSJ
Neural Pocket Inc.,,Emerging Technologies,4056,XTKS,1WSJ
New Japan Chemical Co. Ltd.,,Chemicals,4406,XTKS,1WSJ
NexTone Inc.,,General Services,7094,XTKS,1WSJ
Nextage Co. Ltd.,,Software,3186,XTKS,1WSJ
Nextgen Inc.,,Software,3842,XJAS,1WSJ
Nexyz.Group Corp.,,Diversified Holding Companies,4346,XTKS,1WSJ
Nicca Chemical Co. Ltd.,,Chemicals,4463,XTKS,1WSJ
Nice Corp.,,Wholesalers,8089,XTKS,1WSJ
Nichi-iko Pharmaceutical Co. Ltd.,,Pharmaceuticals,4541,XTKS,1WSJ
Nichia Steel Works Ltd.,,Iron/Steel,5658,XTKS,1WSJ
Nichias Corp.,,Building Materials/Products,5393,XTKS,1WSJ
Nichiban Co. Ltd.,,Medical Equipment/Supplies,4218,XTKS,1WSJ
Nichicon,ニチコン株式会社,,6996,,2WIKI
Nichiden Corp.,,Precision Products,9902,XTKS,1WSJ
Nichiha Corp.,,Building Materials/Products,7943,XTKS,1WSJ
Nichimo Co. Ltd.,,Food Products,8091,XTKS,1WSJ
Nichirei,株式会社ニチレイ,,2871,,2WIKI
Nichireki Co. Ltd.,,Building Materials/Products,5011,XTKS,1WSJ
Nichirin Co. Ltd.,,Motor Vehicle Parts,5184,XTKS,1WSJ
Nichiryo Baking Co. Ltd.,,Food Products,2218,XSAP,1WSJ
Nichiwa Sangyo Co. Ltd.,,Food Products,2055,XTKS,1WSJ
Nidec,日本電産株式会社,,6594,,2WIKI
Nifco Inc.,,Motor Vehicle Parts,7988,XTKS,1WSJ
Nihon Chouzai Co. Ltd.,,Drug Retail,3341,XTKS,1WSJ
Nihon Decoluxe Co. Ltd.,,Building Materials/Products,7950,XNGO,1WSJ
Nihon Dempa Kogyo,日本電波工業株式会社,,6779,,2WIKI
Nihon Enterprise Co. Ltd.,,Wireless Telecommunications Services,4829,XTKS,1WSJ
Nihon Falcom Corp.,,Toys & Games,3723,XTKS,1WSJ
Nihon Flush Co. Ltd.,,Building Materials/Products,7820,XTKS,1WSJ
Nihon House Holdings Co. Ltd.,,Residential Building Construction,1873,XTKS,1WSJ
Nihon Housing Co. Ltd.,,Real Estate Developers,4781,XTKS,1WSJ
Nihon Jyoho Create Co. Ltd.,,Software,4054,XTKS,1WSJ
Nihon Kagaku Sangyo Co. Ltd.,,Chemicals,4094,XTKS,1WSJ
Nihon Kohden,日本光電工業株式会社,,6849,,2WIKI
Nihon M&A Center Holdings Inc.,,Diversified Business Services,2127,XTKS,1WSJ
Nihon Nohyaku Co. Ltd.,,Chemicals,4997,XTKS,1WSJ
Nihon Parkerizing Co. Ltd.,,Chemicals,4095,XTKS,1WSJ
Nihon Plast Co. Ltd.,,Motor Vehicle Parts,7291,XTKS,1WSJ
Nihon Seikan K.K.,,Containers/Packaging,5905,XTKS,1WSJ
Nihon Seiko Co. Ltd.,,Non-Ferrous Metals,5729,XTKS,1WSJ
Nihon Seima Co. Ltd.,,Containers/Packaging,3306,XTKS,1WSJ
Nihon Shokuhin Kako Co. Ltd.,,Food Products,2892,XTKS,1WSJ
Nihon Tokushu Toryo Co. Ltd.,,Building Materials/Products,4619,XTKS,1WSJ
Nihon Trim Co. Ltd.,,Housewares,6788,XTKS,1WSJ
Nihon Unisys Ltd.,,Computer Services,8056,XTKS,1WSJ
Nihon Yamamura Glass Co. Ltd.,,Containers/Packaging,5210,XTKS,1WSJ
Nihonwasou Holdings Inc.,,Consumer Services,2499,XTKS,1WSJ
Niigata Kotsu Co. Ltd.,,"Passenger Transport, Other",9017,XTKS,1WSJ
Niitaka Co. Ltd.,,Nondurable Household Products,4465,XTKS,1WSJ
Nikkato Corp.,,Industrial Products,5367,XTKS,1WSJ
Nikken Kogaku Co. Ltd.,,Building Materials/Products,9767,XTKS,1WSJ
Nikki Co. Ltd.,,Motor Vehicle Parts,6042,XTKS,1WSJ
Nikkiso Co. Ltd.,,Industrial Machinery,6376,XTKS,1WSJ
Nikko Ceramics,ニッコー株式会社,,NAG: 5343,,2WIKI
Nikko Co. (5343),,Building Materials/Products,5343,XNGO,1WSJ
Nikko Co. Ltd. (6306),,Mobile Machinery,6306,XTKS,1WSJ
Nikko Cordial,株式会社日興コーディアルグループ,,8603,,2WIKI
Nikkon Holdings Co. Ltd.,,Transportation Services,9072,XTKS,1WSJ
Nikon,株式会社ニコン,,7731,,2WIKI
Nintendo,任天堂株式会社,,7974,,2WIKI
Nippn Corp.,,Food Products,2001,XTKS,1WSJ
Nippo Corp.,,Construction,1881,XTKS,1WSJ
Nippon Accommodations Fund Inc.,,Residential REITs,3226,XTKS,1WSJ
Nippon Air Conditioning Services Co. Ltd.,,Construction,4658,XTKS,1WSJ
Nippon Aqua Co. Ltd.,,Building Materials/Products,1429,XTKS,1WSJ
Nippon Avionics Co. Ltd.,,Precision Products,6946,XTKS,1WSJ
Nippon BS Broadcasting Corp.,,Broadcasting,9414,XTKS,1WSJ
Nippon Beet Sugar Manufacturing Co. Ltd.,,Food Products,2108,XTKS,1WSJ
Nippon Building Fund Inc.,,Industrial/Office REITs,8951,XTKS,1WSJ
Nippon Carbide Industries Co. Inc.,,Chemicals,4064,XTKS,1WSJ
Nippon Carbon Co. Ltd.,,Industrial Electronics,5302,XTKS,1WSJ
Nippon Care Supply Co. Ltd.,,Medical Equipment/Supplies,2393,XTKS,1WSJ
Nippon Chemi-Con,日本ケミコン株式会社,,6997,,2WIKI
Nippon Chemical Industrial Co. Ltd.,,Chemicals,4092,XTKS,1WSJ
Nippon Chemiphar Co. Ltd.,,Pharmaceuticals,4539,XTKS,1WSJ
Nippon Chutetsukan K.K.,,Iron/Steel,5612,XTKS,1WSJ
Nippon Chuzo K.K.,,Iron/Steel,5609,XTKS,1WSJ
Nippon Coke & Engineering Co. Ltd.,,Coal,3315,XTKS,1WSJ
Nippon Computer Systems,日本コンピュータシステム株式会社,,9711,,2WIKI
Nippon Concept Corp.,,Transportation Services,9386,XTKS,1WSJ
Nippon Concrete Industries Co. Ltd.,,Building Materials/Products,5269,XTKS,1WSJ
Nippon Crucible Co. Ltd.,,Non-Ferrous Metals,5355,XTKS,1WSJ
Nippon Denkai Ltd.,,Semiconductors,5759,XTKS,1WSJ
Nippon Denko Co. Ltd.,,Iron/Steel,5563,XTKS,1WSJ
Nippon Densetsu Kogyo Co. Ltd.,,Construction,1950,XTKS,1WSJ
Nippon Dry Chemical Co. Ltd.,,Housewares,1909,XTKS,1WSJ
Nippon Electric Glass,日本電気硝子株式会社,,5214,,2WIKI
Nippon Express,日本通運株式会社,,9062,,2WIKI
Nippon Express Holdings Inc.,,Transportation Services,9147,XTKS,1WSJ
Nippon Felt Co. Ltd.,,Clothing,3512,XTKS,1WSJ
Nippon Filcon Co. Ltd.,,Industrial Products,5942,XTKS,1WSJ
Nippon Fine Chemical Co. Ltd.,,,4362,XTKS,1WSJ
Nippon Gas Co. Ltd.,,Gas Utilities,8174,XTKS,1WSJ
Nippon Gear Co. Ltd.,,Industrial Machinery,6356,XTKS,1WSJ
Nippon Hume Corp.,,Building Materials/Products,5262,XTKS,1WSJ
Nippon Ichi Software Inc.,,Toys & Games,3851,XJAS,1WSJ
Nippon Information Development Co. Ltd.,,Computer Services,2349,XJAS,1WSJ
Nippon Kanryu Industry Co. Ltd.,,Construction,1771,XFKA,1WSJ
Nippon Kanzai Co. Ltd.,,Real Estate Developers,9728,XTKS,1WSJ
Nippon Kayaku,日本化薬株式会社,,4272,,2WIKI
Nippon Kinzoku Co. Ltd.,,Iron/Steel,5491,XTKS,1WSJ
Nippon Koei Co. Ltd.,,Construction,1954,XTKS,1WSJ
Nippon Koshuha Steel Co. Ltd.,,Iron/Steel,5476,XTKS,1WSJ
Nippon Light Metal,日本軽金属株式会社,,5701,,2WIKI
Nippon Light Metal Holdings Co. Ltd.,,Aluminum,5703,XTKS,1WSJ
Nippon Oil,新日本石油株式会社,,5001,,2WIKI
Nippon Paint,日本ペイントホールディングス株式会社,,4612,,2WIKI
Nippon Paper Industries Co. Ltd.,,Paper/Pulp,3863,XTKS,1WSJ
Nippon Parking Development Co. Ltd.,,Diversified Business Services,2353,XTKS,1WSJ
Nippon Pigment Co. Ltd.,,Chemicals,4119,XTKS,1WSJ
Nippon Pillar Packing Co. Ltd.,,Industrial Electronics,6490,XTKS,1WSJ
Nippon Piston Ring Co. Ltd.,,Motor Vehicle Parts,6461,XTKS,1WSJ
Nippon Prologis REIT Inc.,,Industrial/Office REITs,3283,XTKS,1WSJ
Nippon REIT Investment Corp.,,Industrial/Office REITs,3296,XTKS,1WSJ
Nippon Rietec Co. Ltd.,,Construction,1938,XTKS,1WSJ
Nippon Road Co. Ltd.,,Construction,1884,XTKS,1WSJ
Nippon Sanso Holdings Corp.,,Chemicals,4091,XTKS,1WSJ
Nippon Seiki Co. Ltd.,,Motor Vehicle Parts,7287,XTKS,1WSJ
Nippon Seiro Co. Ltd.,,Chemicals,5010,XTKS,1WSJ
Nippon Seisen Co. Ltd.,,Iron/Steel,5659,XTKS,1WSJ
Nippon Sharyo Ltd.,,Railroads,7102,XTKS,1WSJ
Nippon Sheet Glass,日本板硝子株式会社,,5202,,2WIKI
Nippon Shindo Co. Ltd.,,Non-Ferrous Metals,5753,XTKS,1WSJ
Nippon Shinyaku Co. Ltd.,,Pharmaceuticals,4516,XTKS,1WSJ
Nippon Shokubai Co. Ltd.,,Chemicals,4114,XTKS,1WSJ
Nippon Signal Co. Ltd.,,Industrial Electronics,6741,XTKS,1WSJ
Nippon Ski Resort Development Co. Ltd.,,Recreational Services,6040,XTKS,1WSJ
Nippon Soda,日本曹達株式会社,,4041,,2WIKI
Nippon Steel & Sumitomo Metal,新日鐵住金株式会社,,5401,,2WIKI
Nippon Steel Trading,日鐵商事,,9810,,2WIKI
Nippon Suisan Kaisha Ltd.,,Fishing,1332,XTKS,1WSJ
Nippon Systemware Co. Ltd.,,Software,9739,XTKS,1WSJ
Nippon TV Network,日本テレビ放送網株式会社,,9404,,2WIKI
Nippon Techno Lab. Inc.,,Software,3849,XSAP,1WSJ
Nippon Thompson Co. Ltd.,,Industrial Machinery,6480,XTKS,1WSJ
Nippon Tungsten Co. Ltd.,,Industrial Products,6998,XTKS,1WSJ
Nippon Yakin Kogyo Co. Ltd.,,Iron/Steel,5480,XTKS,1WSJ
Nippon Yusen,日本郵船株式会社,,9101,,2WIKI
Nipro,ニプロ株式会社,,8086,,2WIKI
Nishi-Nippon Financial Holdings Inc.,,Banking,7189,XTKS,1WSJ
Nishi-Nippon Railroad Co. Ltd.,,Railroads,9031,XTKS,1WSJ
Nishikawa Rubber Co. Ltd.,,Industrial Products,5161,XTKS,1WSJ
Nishimatsu Construction Co. Ltd.,,Construction,1820,XTKS,1WSJ
Nishimatsuya Chain Co. Ltd.,,Clothing Retail,7545,XTKS,1WSJ
Nishimoto Co. Ltd.,,Food Retail,9260,XTKS,1WSJ
Nishio Rent All Co. Ltd.,,General Services,9699,XTKS,1WSJ
Nissan Chemical Corp.,,Chemicals,4021,XTKS,1WSJ
Nissan Motor Co. Ltd.,,Automobiles,7201,XTKS,1WSJ
Nissan Shatai Co. Ltd.,,Automobiles,7222,XTKS,1WSJ
Nissan Tokyo Sales Holdings Co. Ltd.,,Specialty Retail,8291,XTKS,1WSJ
