Name,TSE,Exchange,Industry
HEROZ Inc.,4382,XTKS,Toys & Games
Hibino Corp.,2469,XJAS,Audio/Video Equipment
Hibiya Engineering Ltd.,1982,XTKS,Construction
Hiday Hidaka Corp.,7611,XTKS,Restaurants
Higashi Twenty One Co. Ltd.,9029,XTKS,Diversified Holding Companies
Higashimaru Co. Ltd.,2058,XFKA,Food Products
Hikari Heights-VARUS Co. Ltd.,2137,XSAP,Healthcare Provision
Hikari Tsushin Inc.,9435,XTKS,Wireless Telecommunications Services
Hi-Lex Corp.,7279,XTKS,Industrial Electronics
Himacs Ltd.,4299,XTKS,Software
Himaraya Co. Ltd.,7514,XTKS,Specialty Retail
Hino Motors Ltd.,7205,XTKS,Commercial Vehicles
Hinokiya Group Co. Ltd.,1413,XTKS,Residential Building Construction
Hioki EE Corp.,6866,XTKS,Precision Products
HIP Corp.,2136,XJAS,Technical Services
Hirakawa Hewtech Corp.,5821,XTKS,Industrial Electronics
Hiraki Co. Ltd.,3059,XTKS,Clothing Retail
Hiramatsu Inc.,2764,XTKS,Restaurants
Hirano Tecseed Co. Ltd.,6245,XTKS,Industrial Machinery
Hirata Corp.,6258,XTKS,Technical Services
Hirogin Holdings Inc.,7337,XTKS,Banking
Hirose Electric Co. Ltd.,6806,XTKS,Industrial Electronics
Hiroshima Electric Railway Co. Ltd.,9033,XTKS,Railroads
Hiroshima Gas Co. Ltd.,9535,XTKS,Gas Utilities
Hisaka Works Ltd.,6247,XTKS,Industrial Machinery
Hisamitsu Pharmaceutical Co. Inc.,4530,XTKS,Pharmaceuticals
Hitachi Construction Machinery Co. Ltd.,6305,XTKS,Mobile Machinery
Hitachi Ltd.,6501,XTKS,Industrial Electronics
Hitachi Metals Ltd.,5486,XTKS,Iron/Steel
Hitachi Transport System Ltd.,9086,XTKS,Trucking
Hitachi Zosen Corp.,7004,XTKS,Industrial Electronics
Hito-Communications Holdings Inc.,4433,XTKS,Employment/Training Services
Hochiki Corp.,6745,XTKS,Industrial Electronics
Hodogaya Chemical Co. Ltd.,4112,XTKS,Chemicals
Hogy Medical Co. Ltd.,3593,XTKS,Medical Equipment/Supplies
Hohsui Corp.,1352,XTKS,Food Retail
Hokkai Electrical Construction Co. Inc.,1832,XSAP,Construction
Hokkaido Chuo Bus Co. Ltd.,9085,XSAP,Tourism
Hokkaido Coca-Cola Bottling Co. Ltd.,2573,XTKS,Non-Alcoholic Beverages/Drinks
Hokkaido Electric Power Co. Inc.,9509,XTKS,Electric Utilities
Hokkaido Gas Co. Ltd.,9534,XTKS,Gas Utilities
Hokkan Holdings Ltd.,5902,XTKS,Containers/Packaging
Hokko Chemical Industry Co. Ltd.,4992,XTKS,Chemicals
Hokkoku Financial Holdings Inc.,7381,XTKS,Banking
Hokuetsu Corp.,3865,XTKS,Paper/Pulp
Hokuetsu Industries Co. Ltd.,6364,XTKS,Industrial Machinery
Hokuetsu Metal Co. Ltd.,5446,XTKS,Iron/Steel
Hokuhoku Financial Group Inc.,8377,XTKS,Banking
Hokuriku Electric Industry Co. Ltd.,6989,XTKS,Industrial Electronics
Hokuriku Electric Power Co.,9505,XTKS,Electric Utilities
Hokuriku Electrical Construction Co. Ltd.,1930,XTKS,Construction
Hokuriku Gas Co. Ltd.,9537,XTKS,Gas Utilities
Hokuryo Co. Ltd.,1384,XTKS,Farming
Hokushin Co. Ltd.,7897,XTKS,Building Materials/Products
Hokuto Corp.,1379,XTKS,Farming
Hokuyaku Takeyama Holdings Inc.,3055,XSAP,Pharmaceuticals
Honda Motor Co. Ltd.,7267,XTKS,Automobiles
Honda Tsushin Kogyo Co. Ltd.,6826,XTKS,Audio/Video Equipment
H-One Co. Ltd.,5989,XTKS,Motor Vehicle Parts
Honeys Holdings Co. Ltd.,2792,XTKS,Clothing
Honyaku Center Inc.,2483,XJAS,Diversified Business Services
Hoosiers Holdings,3284,XTKS,Real Estate Developers
Hope Inc.,6195,XTKS,Advertising/Marketing/Public Relations
Horiba Ltd.,6856,XTKS,Precision Products
Horiifoodservice Co. Ltd.,3077,XJAS,Restaurants
Hoshino Resorts REIT Inc.,3287,XTKS,Hotel/Lodging REITs
Hoshizaki Corp.,6465,XTKS,Industrial Machinery
Hosokawa Micron Corp.,6277,XTKS,Industrial Machinery
HotLand Co. Ltd.,3196,XTKS,Restaurants
Hotto Link Inc.,3680,XTKS,Internet/Online
House Foods Group Inc.,2810,XTKS,Food Products
House of Rose Co. Ltd.,7506,XTKS,Personal Care Products/Appliances
Housecom Corp.,3275,XTKS,Real Estate Developers
Housefreedom Co. Ltd.,8996,XFKA,Real Estate Developers
Howa Bank Ltd.,8559,XFKA,Banking
Howa Machinery Ltd.,6203,XTKS,Industrial Machinery
Howtelevision Inc.,7064,XTKS,Employment/Training Services
Hoya Corp.,7741,XTKS,Precision Products
HPC Systems Inc.,6597,XTKS,Computer Services
Hub Co. Ltd.,3030,XTKS,Restaurants
Hulic Co. Ltd.,3003,XTKS,Real Estate Developers
Hulic REIT Inc.,3295,XTKS,Industrial/Office REITs
Human Associates Holdings Inc.,6575,XTKS,Employment/Training Services
Human Creation Holdings Inc.,7361,XTKS,Employment/Training Services
Human Metabolome Technologies Inc.,6090,XTKS,Biotechnology
Hurxley Corp.,7561,XTKS,Restaurants
Hyakugo Bank Ltd.,8368,XTKS,Banking
Hyakujushi Bank Ltd.,8386,XTKS,Banking
HyAS & Co. Inc.,6192,XTKS,Real Estate Developers
Hybrid Technologies Co. Ltd.,4260,XTKS,Software
Hyoki Kaiun Kaisha Ltd.,9362,XTKS,Water Transport/Shipping
Hyper Inc.,3054,XTKS,Computers/Consumer Electronics
Hyuga Primary Care Co. Ltd.,7133,XTKS,Drug Retail
i3 Systems Inc.,4495,XTKS,Software
Ibiden Co. Ltd.,4062,XTKS,Industrial Electronics
IBJ Inc.,6071,XTKS,Diversified Business Services
Ichibanya Co. Ltd.,7630,XTKS,Restaurants
Ichigo Green Infrastructure Investment Corp.,9282,XTKS,Closed-End Funds
Ichigo Hotel REIT Investment Corp.,3463,XTKS,Hotel/Lodging REITs
Ichigo Inc.,2337,XTKS,Renewable Energy Generation
Ichigo Office REIT Investment Corp.,8975,XTKS,Industrial/Office REITs
Ichikawa Co. Ltd.,3513,XTKS,Clothing
Ichiken Co. Ltd.,1847,XTKS,Construction
Ichikoh Industries Ltd.,7244,XTKS,Motor Vehicle Parts
Ichikura Co. Ltd.,6186,XTKS,Clothing Retail
Ichimasa Kamaboko Co. Ltd.,2904,XTKS,Food Products
Ichinen Holdings Co. Ltd.,9619,XTKS,General Services
Ichiyoshi Securities Co. Ltd.,8624,XTKS,Securities
Icom Inc.,6820,XTKS,Networking
ID Holdings Corp.,4709,XTKS,Computer Services
IDEA Consultants Inc.,9768,XTKS,Environment/Waste Management
IDEC Corp.,6652,XTKS,Industrial Electronics
Idemitsu Kosan Co. Ltd.,5019,XTKS,Oil Extraction
IDOM Inc.,7599,XTKS,Specialty Retail
IFIS Japan Ltd.,7833,XTKS,Computer Services
I-Freek Mobile Inc.,3845,XJAS,Wireless Telecommunications Services
Ifuji Sangyo Co. Ltd.,2924,XTKS,Food Products
IG Port Inc.,3791,XJAS,Motion Picture/Sound Recording
IHI Corp.,7013,XTKS,Diversified Holding Companies
IID Inc.,6038,XTKS,Advertising/Marketing/Public Relations
Iida Group Holdings Co. Ltd.,3291,XTKS,Residential Building Construction
Iino Kaiun Kaisha Ltd.,9119,XTKS,Water Transport/Shipping
IJTT Co. Ltd.,7315,XTKS,Motor Vehicle Parts
IK Co. Ltd.,2722,XTKS,Mixed Retailing
Ikegami Tsushinki Co. Ltd.,6771,XTKS,Audio/Video Equipment
IKK Holdings Inc.,2198,XTKS,Consumer Services
Ikka Holdings Co. Ltd.,7127,XTKS,Restaurants
Ikuyo Co. Ltd.,7273,XTKS,Motor Vehicle Parts
I'll Inc.,3854,XTKS,Computer Services
Image Information Inc.,3803,XJAS,Diversified Business Services
Imagica Group Inc.,6879,XTKS,Motion Picture/Sound Recording
Imasen Electric Industrial Co. Ltd.,7266,XTKS,Motor Vehicle Parts
Immuno-Biological Laboratories Co. Ltd.,4570,XJAS,Biotechnology
i-mobile Co. Ltd.,6535,XTKS,Advertising/Marketing/Public Relations
Impact HD Inc.,6067,XTKS,Diversified Business Services
Imperial Hotel Ltd.,9708,XTKS,Hotels
Impress Holdings Inc.,9479,XTKS,Publishing
Imura Envelope Co. Inc.,3955,XTKS,Nondurable Household Products
Imuraya Group Co. Ltd.,2209,XTKS,Food Products
Ina Research Inc.,2176,XJAS,Pharmaceuticals
Inaba Denkisangyo Co. Ltd.,9934,XTKS,Industrial Electronics
Inaba Seisakusho Co. Ltd.,3421,XTKS,Furniture
Inabata & Co. Ltd.,8098,XTKS,Diversified Holding Companies
Inageya Co. Ltd.,8182,XTKS,Food Retail
Inbound Tech Inc.,7031,XTKS,Software
INCLUSIVE Inc.,7078,XTKS,Advertising/Marketing/Public Relations
Industrial & Infrastructure Fund Investment Corp.,3249,XTKS,Industrial/Office REITs
I-Ne Co. Ltd.,4933,XTKS,Personal Care Products/Appliances
Ines Corp.,9742,XTKS,Computer Services
I-Net Corp.,9600,XTKS,Computer Services
Infocom Corp.,4348,XTKS,Computer Services
Infomart Corp.,2492,XTKS,Internet/Online
infoNet Inc.,4444,XTKS,Internet/Online
Information Planning Co. Ltd.,3712,XTKS,Software
Information Services International-Dentsu Ltd.,4812,XTKS,Computer Services
INFRONEER Holdings Inc.,5076,XTKS,Construction
Innotech Corp.,9880,XTKS,Semiconductors
Innovation Inc.,3970,XTKS,Internet/Online
Inpex Corp.,1605,XTKS,Oil Extraction
Insight Inc.,2172,XSAP,Advertising/Marketing/Public Relations
Insource Co. Ltd.,6200,XTKS,Employment/Training Services
Inspec Inc.,6656,XTKS,Precision Products
Institution for a Global Society Corp.,4265,XTKS,Emerging Technologies
Intage Holdings Inc.,4326,XTKS,Advertising/Marketing/Public Relations
Intellex Co. Ltd.,8940,XTKS,Real Estate Developers
Intelligent Wave Inc.,4847,XTKS,Software
Inter Action Corp.,7725,XTKS,Semiconductors
Interfactory Inc.,4057,XTKS,Internet/Online
International Conglomerate of Distribution for Automobile Holdings Co. Ltd.,3184,XTKS,Specialty Retail
Internet Infinity Inc.,6545,XTKS,Healthcare Provision
Internet Initiative Japan Inc.,3774,XTKS,Networking
Internetworking & Broadband Consulting Co. Ltd.,3920,XTKS,Networking
interspace co. ltd.,2122,XTKS,Advertising/Marketing/Public Relations
Intertrade Co. Ltd.,3747,XTKS,Software
Interworks Inc.,6032,XTKS,Employment/Training Services
Intimate Merger Inc.,7072,XTKS,Advertising/Marketing/Public Relations
Intrance Co. Ltd.,3237,XTKS,Real Estate Developers
Inui Global Logistics Co. Ltd.,9308,XTKS,Transportation Services
INV Inc.,7338,XJAS,Securities
Invincible Investment Corp.,8963,XTKS,Hotel/Lodging REITs
I-O Data Device Inc.,6916,XTKS,Computers/Consumer Electronics
ipet Holdings Inc.,7339,XTKS,Non-Life Insurance
I-Pex Inc.,6640,XTKS,Semiconductors
i-plug Inc.,4177,XTKS,Employment/Training Services
IPS Inc.,4390,XTKS,Wired Telecommunications Services
IR Japan Holdings Ltd.,6035,XTKS,Diversified Business Services
iRidge Inc.,3917,XTKS,Software
Iriso Electronics Co. Ltd.,6908,XTKS,Industrial Electronics
I'rom Group Co. Ltd.,2372,XTKS,Healthcare Provision
IRRC Corp.,7325,XTKS,Insurance Brokering
Isamu Paint Co. Ltd.,4624,XTKS,Building Materials/Products
ISB Corp.,9702,XTKS,Software
ISE Chemicals Corp.,4107,XTKS,Chemicals
Iseki & Co. Ltd.,6310,XTKS,Mobile Machinery
Isetan Mitsukoshi Holdings Ltd.,3099,XTKS,Mixed Retailing
Isewan Terminal Service Co. Ltd.,9359,XNGO,Transportation Services
Ishihara Chemical Co. Ltd.,4462,XTKS,Chemicals
Ishihara Sangyo Kaisha Ltd.,4028,XTKS,Chemicals
Ishii Food Co. Ltd.,2894,XTKS,Food Products
Ishii Hyoki Co. Ltd.,6336,XTKS,Precision Products
Ishii Iron Works Co. Ltd.,6362,XTKS,Oil & Gas Products/Services
Ishikawa Seisakusho Ltd.,6208,XTKS,Industrial Machinery
Ishizuka Glass Co. Ltd.,5204,XTKS,Housewares
Isolite Insulating Products Co. Ltd.,5358,XTKS,Building Materials/Products
istyle inc.,3660,XTKS,Specialty Retail
Isuzu Motors Ltd.,7202,XTKS,Commercial Vehicles
ITBook Holdings Co. Ltd.,1447,XTKS,Computer Services
ITFOR Inc.,4743,XTKS,Computer Services
ITmedia Inc.,2148,XTKS,Publishing
Ito En Ltd.,2593,XTKS,Non-Alcoholic Beverages/Drinks
Ito En Ltd. Pfd.,25935,XTKS,Non-Alcoholic Beverages/Drinks
Ito Yogyo Co. Ltd.,5287,XTKS,Building Materials/Products
Itochu Advance Logistics Investment Corp.,3493,XTKS,Industrial/Office REITs
Itochu Corp.,8001,XTKS,Wholesalers
Itochu Enex Co. Ltd.,8133,XTKS,Specialty Retail
Itochu Techno-Solutions Corp.,4739,XTKS,Computer Services
Itochu-Shokuhin Co. Ltd.,2692,XTKS,Food Retail
Itoham Yonekyu Holdings Inc.,2296,XTKS,Food Products
Itoki Corp.,7972,XTKS,Furniture
ItoKuro Inc.,6049,XTKS,Internet/Online
itsumo inc.,7694,XTKS,Internet/Online
IwaiCosmo Holdings Inc.,8707,XTKS,Securities
Iwaki Co. Ltd.,6237,XTKS,Industrial Machinery
Iwasaki Electric Co. Ltd.,6924,XTKS,Industrial Electronics
Iwatani Corp.,8088,XTKS,Gas Utilities
Iwatsu Electric Co. Ltd.,6704,XTKS,Networking
Iyo Bank Ltd.,8385,XTKS,Banking
Izumi Co. Ltd.,8273,XTKS,Mixed Retailing
Izutsuya Co. Ltd.,8260,XTKS,Mixed Retailing
J Frontier Co. Ltd.,2934,XTKS,Drug Retail
J. Front Retailing Co. Ltd.,3086,XTKS,Mixed Retailing
J. Trust Co. Ltd.,8508,XTKS,Finance Companies
JAC Recruitment Co. Ltd.,2124,XTKS,Employment/Training Services
Jaccs Co. Ltd.,8584,XTKS,Consumer Finance
JAFCO Group Co. Ltd.,8595,XTKS,Investment Advisors
JAIC Co. Ltd.,7073,XTKS,Employment/Training Services
Jalco Holdings Inc.,6625,XJAS,Real Estate Developers
JALUX Inc.,2729,XTKS,Transportation Services
Jamco Corp.,7408,XTKS,Aerospace Products/Parts
Janis Ltd.,5342,XNGO,Building Materials/Products
Janome Corp.,6445,XTKS,Industrial Machinery
Japan Airlines Co. Ltd.,9201,XTKS,Passenger Airlines
Japan Airport Terminal Co. Ltd.,9706,XTKS,Transportation Services
Japan Animal Referral Medical Center Co. Ltd.,6039,XTKS,Healthcare Provision
Japan Asia Investment Co. Ltd.,8518,XTKS,Investment Advisors
Japan Asset Marketing Co. Ltd.,8922,XTKS,Real Estate Developers
Japan Aviation Electronics Industry Ltd.,6807,XTKS,Industrial Electronics
Japan Best Rescue System Co. Ltd.,2453,XTKS,Diversified Business Services
Japan Communications Inc.,9424,XTKS,Wireless Telecommunications Services
Japan Data Science Consortium Co. Ltd.,4418,XTKS,Emerging Technologies
Japan Display Inc.,6740,XTKS,Industrial Electronics
Japan Ecosystem Co. Ltd.,9249,XTKS,Construction
Japan Electronic Materials Corp.,6855,XTKS,Semiconductors
Japan Elevator Service Holdings Co. Ltd.,6544,XTKS,Diversified Business Services
Japan Engine Corp.,6016,XTKS,Industrial Machinery
Japan Excellent Inc.,8987,XTKS,Industrial/Office REITs
Japan Exchange Group Inc.,8697,XTKS,Securities
Japan Foods Co. Ltd.,2599,XTKS,Non-Alcoholic Beverages/Drinks
Japan Foundation Engineering Co. Ltd.,1914,XTKS,Construction
Japan Hospice Holdings Inc.,7061,XTKS,Healthcare Provision
Japan Hotel REIT Investment Corp.,8985,XTKS,Hotel/Lodging REITs
Japan Infrastructure Fund Investment Corp.,9287,XTKS,Mutual & Other Funds
Japan Insulation Co. Ltd.,5368,XTKS,Building Materials/Products
Japan Investment Adviser Co. Ltd.,7172,XTKS,Investment Advisors
Japan Lifeline Co. Ltd.,7575,XTKS,Medical Equipment/Supplies
Japan Living Service Co. Ltd.,8854,XTKS,Real Estate Developers
Japan Living Warranty Inc.,7320,XTKS,Real Estate Developers
Japan Logistics Fund Inc.,8967,XTKS,Industrial/Office REITs
Japan Material Co. Ltd.,6055,XTKS,Industrial Electronics
Japan Medical Dynamic Marketing Inc.,7600,XTKS,Medical Equipment/Supplies
Japan Metropolitan Fund Investment Corp.,8953,XTKS,Retail REITs
Japan Oil Transportation Co. Ltd.,9074,XTKS,Trucking
Japan PC Service Co. Ltd.,6025,XNGO,Computer Services
Japan Petroleum Exploration Co. Ltd.,1662,XTKS,Major Oil & Gas
Japan Post Bank Co. Ltd.,7182,XTKS,Banking
Japan Post Holdings Co. Ltd.,6178,XTKS,Air Freight
Japan Post Insurance Co. Ltd.,7181,XTKS,Life Insurance
Japan Power Fastening Co. Ltd.,5950,XTKS,Industrial Products
Japan Prime Realty Investment Corp.,8955,XTKS,Industrial/Office REITs
Japan Property Management Center Co. Ltd.,3276,XTKS,Real Estate Developers
Japan Pulp & Paper Co. Ltd.,8032,XTKS,Paper/Pulp
Japan Pure Chemical Co. Ltd.,4973,XTKS,Chemicals
Japan Real Estate Investment Corp.,8952,XTKS,Industrial/Office REITs
Japan Resistor Mfg. Co. Ltd.,6977,XTKS,Industrial Electronics
Japan Securities Finance Co. Ltd.,8511,XTKS,Finance Companies
Japan Steel Works Ltd.,5631,XTKS,Industrial Machinery
Japan System Techniques Co. Ltd.,4323,XTKS,Software
Japan Tissue Engineering Co. Ltd.,7774,XJAS,Biotechnology
Japan Tobacco Inc.,2914,XTKS,Tobacco
Japan Transcity Corp.,9310,XTKS,Transportation Services
Japan Wool Textile Co. Ltd.,3201,XTKS,Clothing
Jason Co. Ltd.,3080,XJAS,Mixed Retailing
Jastec Co. Ltd.,9717,XTKS,Software
JB Eleven Co. Ltd.,3066,XNGO,Restaurants
JBCC Holdings Inc.,9889,XTKS,Computers/Consumer Electronics
JCU Corp.,4975,XTKS,Chemicals
JDC Corp.,1887,XTKS,Construction
Jedat Inc.,3841,XJAS,Software
Jeol Ltd.,6951,XTKS,Precision Products
JESCO Holdings Inc.,1434,XTKS,Industrial Electronics
JFE Container Co. Ltd.,5907,XTKS,Containers/Packaging
JFE Holdings Inc.,5411,XTKS,Iron/Steel
JFE Systems Inc.,4832,XTKS,Computer Services
JFLA Holdings Inc.,3069,XJAS,Restaurants
JGC Holdings Corp.,1963,XTKS,Construction
j-Group Holdings Corp.,3063,XTKS,Restaurants
Jibannet Holdings Co. Ltd.,6072,XTKS,Technical Services
Jichodo Co. Ltd.,3597,XTKS,Clothing
Jig-Saw Inc.,3914,XTKS,Software
Jimoto Holdings Inc.,7161,XTKS,Banking
Jimoty Inc.,7082,XTKS,Advertising/Marketing/Public Relations
JINS HOLDINGS Inc.,3046,XTKS,Medical Equipment/Supplies
Jinushi Co. Ltd.,3252,XTKS,Real Estate Developers
JK Holdings Co. Ltd.,9896,XTKS,Building Materials/Products
J-Lease Co. Ltd.,7187,XTKS,Finance Companies
JM Holdings Co. Ltd.,3539,XTKS,Food Retail
JMACS Japan Co. Ltd.,5817,XTKS,Industrial Electronics
JMC Corp.,5704,XTKS,Industrial Products
JMDC Inc.,4483,XTKS,Software
JMS Co. Ltd.,7702,XTKS,Medical Equipment/Supplies
JNS Holdings Inc.,3627,XTKS,Internet/Online
Joban Kosan Co. Ltd.,9675,XTKS,Wholesalers
J-Oil Mills Inc.,2613,XTKS,Food Products
Joshin Denki Co. Ltd.,8173,XTKS,Home Goods Retail
Joyful Honda Co. Ltd.,3191,XTKS,Home Goods Retail
Joyfull Co. Ltd.,9942,XFKA,Restaurants
JP-Holdings Inc.,2749,XTKS,Restaurants
J-Rex Corp.,2995,XTKS,Real Estate Developers
JSB Co. Ltd.,3480,XTKS,Real Estate Developers
JSP Corp.,7942,XTKS,Chemicals
JSR Corp.,4185,XTKS,Chemicals
J-Stream Inc.,4308,XTKS,Internet/Online
JTEC Corp.,3446,XTKS,Industrial Products
JTEC Corp.,2479,XJAS,Employment/Training Services
JTEKT Corp.,6473,XTKS,Motor Vehicle Parts
JTOWER Inc.,4485,XTKS,Networking
JTP Co. Ltd.,2488,XJAS,Computer Services
Juki Corp.,6440,XTKS,Industrial Machinery
Juntendo Co. Ltd.,9835,XTKS,Home Goods Retail
Juroku Financial Group Inc.,7380,XTKS,Banking
Justsystems Corp.,4686,XTKS,Software
JUTEC Holdings Corp.,3157,XTKS,Home Goods Retail
JVCKenwood Corp.,6632,XTKS,Computers/Consumer Electronics
K&O Energy Group Inc.,1663,XTKS,Oil Extraction
K.R.S. Corp.,9369,XTKS,Transportation Services
Kabuki-Za Co. Ltd.,9661,XTKS,Recreational Services
Kadokawa Corp.,9468,XTKS,Publishing
Kadoya Sesame Mills Inc.,2612,XTKS,Food Products
Kaga Electronics Co. Ltd.,8154,XTKS,Wholesalers
Kagome Co. Ltd.,2811,XTKS,Non-Alcoholic Beverages/Drinks
Kaihan Co. Ltd.,3133,XTKS,Restaurants
Kaizen Platform Inc.,4170,XTKS,Software
Kaji Technology Corp.,6391,XTKS,Industrial Machinery
Kajima Corp.,1812,XTKS,Construction
Kakaku.com Inc.,2371,XTKS,Internet/Online
Kaken Pharmaceutical Co. Ltd.,4521,XTKS,Pharmaceuticals
Kakiyasu Honten Co. Ltd.,2294,XTKS,Food Products
Kakuyasu Group Co. Ltd.,7686,XTKS,Food Retail
Kamakura Shinsho Ltd.,6184,XTKS,Consumer Services
Kameda Seika Co. Ltd.,2220,XTKS,Food Products
Kamei Corp.,8037,XTKS,Mixed Retailing
Kamigumi Co. Ltd.,9364,XTKS,Transportation Services
Kanaden Corp.,8081,XTKS,Industrial Electronics
Kanagawa Chuo Kotsu Co. Ltd.,9081,XTKS,"Passenger Transport, Other"
Kaname Kogyo Co. Ltd.,6566,XTKS,Environment/Waste Management
Kanamic Network Co. Ltd.,3939,XTKS,Computer Services
Kanamoto Co. Ltd.,9678,XTKS,General Services
Kanda Holdings Co. Ltd.,9059,XTKS,Transportation Services
Kanda Tsushinki Co. Ltd.,1992,XJAS,Construction
Kandenko Co. Ltd.,1942,XTKS,Construction
Kanefusa Corp.,5984,XTKS,Industrial Products
Kaneka Corp.,4118,XTKS,Chemicals
Kaneko Seeds Co. Ltd.,1376,XTKS,Farming
Kanematsu Corp.,8020,XTKS,Diversified Holding Companies
Kanematsu Electronics Ltd.,8096,XTKS,Computers/Consumer Electronics
Kanematsu Engineering Co. Ltd.,6402,XTKS,Commercial Vehicles
Kanematsu Sustech Corp.,7961,XTKS,Technical Services
Kanemitsu Corp.,7208,XTKS,Motor Vehicle Parts
Kaneshita Construction Co. Ltd.,1897,XTKS,Construction
Kaneso Co. Ltd.,5979,XNGO,Industrial Products
Kanmonkai Co. Ltd.,3372,XTKS,Restaurants
Kanro Inc.,2216,XTKS,Food Products
Kansai Electric Power Co. Inc.,9503,XTKS,Multiutilities
Kansai Paint Co. Ltd.,4613,XTKS,Building Materials/Products
Kanto Denka Kogyo Co. Ltd.,4047,XTKS,Chemicals
Kantsu Co. Ltd.,9326,XTKS,Transportation Services
Kao Corp.,4452,XTKS,Personal Care Products/Appliances
Kaonavi Inc.,4435,XTKS,Internet/Online
Kappa-Create Co. Ltd.,7421,XTKS,Restaurants
Karadanote Inc.,4014,XTKS,Computer Services
Kasai Kogyo Co. Ltd.,7256,XTKS,Motor Vehicle Parts
Kasumigaseki Capital Co. Ltd.,3498,XTKS,Real Estate Developers
Katakura & Co-Op Agri Corp.,4031,XTKS,Chemicals
Katakura Industries Co. Ltd.,3001,XTKS,Diversified Holding Companies
Katitas Co. Ltd.,8919,XTKS,Real Estate Developers
Kato Sangyo Co. Ltd.,9869,XTKS,Food Retail
Kato Works Co. Ltd.,6390,XTKS,Mobile Machinery
Kawada Technologies Inc.,3443,XTKS,Construction
Kawagishi Bridge Works Co. Ltd.,5921,XTKS,Building Materials/Products
Kawaguchi Chemical Industry Co. Ltd.,4361,XTKS,Chemicals
Kawai Musical Instruments Manufacturing Co. Ltd.,7952,XTKS,Leisure Goods
Kawakami Paint Mfg. Co. Ltd.,4616,XTKS,Building Materials/Products
Kawamoto Corp.,3604,XTKS,Medical Equipment/Supplies
Kawanishi Warehouse Co. Ltd.,9322,XTKS,Transportation Services
Kawasaki & Co. Ltd.,3045,XTKS,Clothing
Kawasaki Heavy Industries Ltd.,7012,XTKS,Diversified Holding Companies
Kawasaki Kinkai Kisen Kaisha Ltd.,9179,XTKS,Water Transport/Shipping
Kawasaki Kisen Kaisha Ltd.,9107,XTKS,Water Transport/Shipping
Kawasaki Setsubi Kogyo Co. Ltd.,1777,XNGO,Construction
Kawase Computer Supplies Co. Ltd.,7851,XTKS,Computer Services
Kayac Inc.,3904,XTKS,Software
KDDI Corp.,9433,XTKS,Wireless Telecommunications Services
KeePer Technical Laboratory Co. Ltd.,6036,XTKS,Chemicals
Keifuku Electric Railroad Co. Ltd.,9049,XTKS,Railroads
Keihanshin Building Co. Ltd.,8818,XTKS,Real Estate Developers
Keihin Co. Ltd.,9312,XTKS,Transportation Services
Keijidoushakan Co. Ltd.,7680,XTKS,Specialty Retail
Keikyu Corp.,9006,XTKS,Railroads
Keio Corp.,9008,XTKS,Railroads
Keisei Electric Railway Co. Ltd.,9009,XTKS,Railroads
Keiwa Inc.,4251,XTKS,Chemicals
Keiyo Bank Ltd.,8544,XTKS,Banking
Keiyo Co. Ltd.,8168,XTKS,Home Goods Retail
Keiyo Gas Co. Ltd.,9539,XTKS,Gas Utilities
Kenedix Office Investment Corp.,8972,XTKS,Industrial/Office REITs
Kenedix Residential Next Investment Corp.,3278,XTKS,Residential REITs
Kenedix Retail REIT Corp.,3453,XTKS,Retail REITs
Kenko Mayonnaise Co. Ltd.,2915,XTKS,Food Products
Kewpie Corp.,2809,XTKS,Food Products
Key Coffee Inc.,2594,XTKS,Non-Alcoholic Beverages/Drinks
Keyence Corp.,6861,XTKS,Precision Products
Keyware Solutions Inc.,3799,XTKS,Software
KFC Holdings Japan Ltd.,9873,XTKS,Restaurants
KFC Ltd.,3420,XTKS,Building Materials/Products
KH Neochem Co. Ltd.,4189,XTKS,Chemicals
KHC Ltd.,1451,XTKS,Real Estate Developers
Kibun Foods Inc.,2933,XTKS,Food Products
Kichiri Holdings & Co. Ltd.,3082,XTKS,Restaurants
Kids Smile Holdings Inc.,7084,XTKS,Consumer Services
Kidswell Bio Corp.,4584,XTKS,Biotechnology
Kikkoman Corp.,2801,XTKS,Food Products
Kikuchi Seisakusho Co. Ltd.,3444,XJAS,Industrial Machinery
Kikukawa Enterprise Inc.,6346,XTKS,Industrial Machinery
Kikusui Chemical Industries Co. Ltd.,7953,XTKS,Building Materials/Products
Kimoto Co. Ltd.,7908,XTKS,Chemicals
Kimura Chemical Plants Co. Ltd.,6378,XTKS,Industrial Machinery
Kimura Kohki Co. Ltd.,6231,XTKS,Building Materials/Products
Kimura Unity Co. Ltd.,9368,XTKS,Diversified Holding Companies
Kimuratan Corp.,8107,XTKS,Clothing
Kinden Corp.,1944,XTKS,Construction
Kin-Ei Corp.,9636,XTKS,Recreational Services
King Co. Ltd.,8118,XTKS,Clothing
King Jim Co. Ltd.,7962,XTKS,Computers/Consumer Electronics
Kinjiro Co. Ltd.,4013,XTKS,Software
Kinki Sharyo Co. Ltd.,7122,XTKS,Railroads
Kintetsu Department Store Co. Ltd.,8244,XTKS,Mixed Retailing
Kintetsu Group Holdings Co. Ltd.,9041,XTKS,Railroads
Kintetsu World Express Inc.,9375,XTKS,Transportation Services
Kirin Holdings Co. Ltd.,2503,XTKS,Alcoholic Beverages/Drinks
